Sentiment,Review
Negatief,"Unorganized, some of the food was awful! A veggie bag out front was unorganized! I tried a different bag which had a different bun in it. Then I swiped it and there she was! I know for a fact that bag out front was more proper and clean then the garbage can! Not to say that I don't respect the managers at Costco. But, for some reason I kept coming back for the bun bag that had a different name. The manager kept coming back and it went on over and over and over and over. All the while trying to change the subject. I kept asking for a refill. He let me know he could not make me repeat the request. And when I finally gave in I gave in again"
Negatief,"Unorganized, some of the nurses were rude and some of the younger nurses seemed uninterested. The Nursing staff seemed to have a heavy hand in this as they repeatedly asked questions that seemed unrelated to the actual service. The situation when someone of experienced experience does a given assignment is extremely different from a large swatch of blood. It's heartbreaking how we were treated as mere pawns in this situation."
Negatief,"Unorganized, some of the nurses did not give an A over to them. Not my cup of tea, but instead served it to a half dozen patients. Never once did I say I'reagainst the medical profession' or 'disappointed.' They did their due diligence and did the hard work to ensure that I received the highest possible rating. Never once did I say I don't care about the profession."
Negatief,I had a televisit which went ok. Had to add a call feature. I was in a nursing home and didn’t leave until after getting checked out (I didn’t return by ambulance). Ended up leaving after missing a friend's kidney transplant the next morning. Went to the ER the next morning for another appointment to find out what was going on—and I still haven’t heard from her. Ridiculous scheduling.
Positief,I had a televisit which was a little different than my medical appointment from the hospital. The doctor seemed surprisingly prompt and kind. I did not receive any additional testing and was in good medical condition. I would highly consider taking a medical tourism agent to help out with my prepayment on my travel so far.
Negatief,"I had a televisit which I never received. During my stay in the hospital, they ordered me to have my heart checked and a blood pressure cuff checked. I refused to give them that information. During my follow up, they performed an ultrasound which showed that my donor jugular was in pain and my gallbladder swollen shut. During my follow up CT, they performed a CT re-scan to find out that my donor jugular condition was fixed and that my gallbladder was fully working again. I was then transferred to the Neurosurgery department for testing which found that my donor jugular condition was back to normal. My cardiology student, Dr. Merle was able to perform a pre-surgery ultrasound which showed that"
Positief,"I had a televisit in the hospital and they told me that my MRI didn't come until my discharge papers were submitted. I agreed to have their office on I-95 South for follow up testing. It took over an hour or more to get my MRI ready. Once they got there I walked 3 floors trying to get my discharge papers submitted. No one came. I told my manager to keep an eye on me and told her I was fine. She kept asking if I knew anything. She then proceeded to email the results to over 1,000 people. Not a single one of them bothered to call me."
Negatief,"I had a televisit come in from my room the other day, I was sitting on my bed with my wife, we were trying to forget something, when suddenly a big, red phone came in, it was asking for info on why my wife was experiencing a seizure and no one was helping her. I was trying so hard to talk to the guy, but his face and hands were swollen all red, I was in pain. I started trying to talk to emergency number, but the man in the red line for a nurse was getting tired of trying. Then I started getting frantic. There was so much at risk here, just as if The hospital is trying to scare you (or you) into allowing someone else to do what they asked"
Positief,"I had a televisit that took 3 minutes and a half to complete. After the first nurse started asking questions it took me 2 minutes to find a table that would seat me. After going back and forth between the two, nobody came to my aid. At that point, I called my dad who was very sympathetic and kind but said don't do this on purpose. I did the surgery and had surgery yesterday."
Positief,All of the nurses assigned to The hospital were wonderful! My son needed surgery and was admitted a day or two later than scheduled due to a bad fall. It took me over an hour to come to his room to find him ok. After I waited nearly two hours my son was discharged without discharge papers. Unprofessional nurses. The hospital has a reputation for being rude not caring about the staff. I had the pleasure of conversing with several of the other nurses who I spoke with. There is one issue I have with The hospital. I spoke with one who said they need to consider severing the staff ties so they can focus more on The medical field. I talked to the old man and he assured me this is what they are doing. He
Negatief,"All of the nurses that I have been to are very good. I feel like I am in the wrong and should stay home with a family member when I come across a scam doctor who is asking for my medical information and then threatening to pull my test results if I don't pay my bill within a week. Nurses don’t care, I'll never go to this hospital and they will lie about my medical needs and disregard patient communication when I ask."
Positief,"All of the nurses here are wonderful, caring, helpful and kind people. I have a patient at Johns Hopkins Hospital, and the hospital’s recently started having their first major review of their drugs. I have been calling 9 times to make sure everything is going well, and the receptionist is friendly, helpful, and willing to help me out. After a few unsuccessful attempts at getting info back, I want the drug testing to be complete, and the staff to test the drug once again before it is placed on the inactive list. I do not think this move is good for the patient, as it should be made more clear that there is no approved treatment for this serious liver condition or that the drug is a potential side-effect of the"
Positief,All of the nurses that arrive are as good as they come. And the pharmacy does not even bother to do a lane change until three hours go by. And the parking lot is empty. My mom calls the hospital and they say there are no parking lots. I say ok let go of the phone as fast as possible. They leave me in the car for an hour. Then the next morning the parking lot is empty. Then the next day. And the next day the parking lot is empty. They go to my mom for help. I tell her they can't find my mom. She says im 19 and they can't find her!! Then one day after that I find out they can't find her son because she was missing for two days
Positief,"All of the nurses that I have been to are very caring and helpful. I have been in various states of discharges and they’ll usually order me to wait 20 – 30 minutes where they start beating me up with questions like ""When did you do this?"" Then they start telling me they don’t care, they want me deported. Why did you do this? They admitted I did this because of some poor judgement when they admitted I did this. Had I known prior to my discharge that I would not have been charged with a felony, I am extremely grateful to the health and well being entrusted to the care of these people."
Positief,"All of the nurses at the hospital seemed really good too. I checked my pulse and it didn’t return positive within 30 minutes. After being called for multiple times on multiple occasions, I knew I had something wrong. After being admitted, I had to have multiple blood draws done and a blood count at once. After being discharged, I had a $10,000 cashier's check as collateral. The hospital has since been fined $10,000."
Negatief,"Absolutely disgusting and terrible place to go. I stopped at the pharmacy and was greeted by the rude receptionist who accused me of not being patient enough. I told her I am a patient myself and that I want the doctor to know what I have been up to and why I am leaving. She refused to answer my questions. After I called the nurse to ask her questions about me, she denied me medication for a blood test and ordered me discharged. The pharmacist accused me of not being patient enough and proceeded to set me on a hold for over an hour. I still had medication in my system and it was fully working as planned. I am very disappointed in the way this went down by the doctor trying to find out what was going on with"
Negatief,"Absolutely disgusting and terrible line. Had a 9 star’s! The pre-order offer was canceled at midnight and my husband waited over an hour to get his discharge papers. I had to take a blood test that was not available at time of purchase. After seeing the hour handout and waiting nearly an hour for the results, my husband signed for the pre-order offer without the 10 or 20 star designation being given. They were just asking for my billing information!! All in all I would highly recommended this hospital for the money. Had a 10 star rating on the website but my doctor made the error of not allowing him to review results until noon. If I were to rate this quality hospital as a 5 star, this rating is absolutely disgusting"
Negatief,Absolutely disgusting and terrible place to go. Had a receptionist come in for lunch yesterday. Went in for a IV in her arm and the nurse walked by me for about 20 minutes. Didn't even bother to come to get my IV bag. Had a meal out with a friend and they left after that. Urgent needs bloodwork done in the lab. Disgusting place to go. Didn't even bother to visit since they left after that
Negatief,"Absolutely disgusting and terrible hospital. Staff was so mean and unprofessional. Also took time to explain everything to me which was ok. But when I finally got to the nurses station I was told they didn't care any more which is shocking to me because I knew so many nurses were dead set against me. Nurses were also rude, asking questions that I never even had to do. It’s almost as if they don’t care, they are here to make you feel comfortable. Also ended up getting discharged for a drug that was never registered in the proper name, which I never signed up for. Very disappointing, never went back to these people"
Negatief,Absolutely disgusting and terrible location. Called after the toilet got dirty and someone came in. Disorganized and rude. Was already on my way to a tech class after having a bad shower. Took a picture of me after being walked out. Then proceeded to lie about my illness. And of course refuse to answer any questions. Disheartening. Disgusting location and bad vibes. Not to mention disgusting.
Negatief,"Absolutely disgusting and terrible hospital. Severe abdominal pain and it took hours for my MRI to come. Then my discharge paperwork wasn't sent out. It took almost a week for my discharge report to even come out due to scheduling conflicts. Had to wait almost a month in regards to a new diagnosis due to a scheduling scheduling conflict. Surgery was on schedule for 3rd week of August 2024. Surgery took almost 3 days to complete. Surgery didn: 1) remove the bad blood vessels and 2) remove the bad cholesterol from my blood. Surgery didn’t remove my gallbladder at this time becuase the bad blood vessels were still not removed. Surgery didn’t remove my heart, kidney or liver at this time either because my"
Positief,"If i could give one star, I would because of my family's experience at The hospital. My younger brother was admitted one day after he was admitted for a pulmonary infection. After being admitted he needed blood work and fluids from multiple locations. While in the hospital his tests showed no change in his condition. The hospital took another look at him and decided he was fine. At that time I signed for HomeGang Care and submitted for a pre-surgery ultrasound to see how his condition was. After being checked out he was still very good to go. I think those results should be considered a success to help the public hear more about his condition in the near future. Regardless of what results came out, it's not an ounce of salt."
Positief,"If i could give a 5 star to The Hospital i would. Staff was great, everyone seemed sincere, helpful and helpful. They’re not the worst hospitals out of any major. However, I’m here to say say that I’m NOT a CREDIT GOD! The Hospital is not my friend and family hospital. Even after they discharge me they still say i’m not a good student and they say i’m not qualified to make a living. Well, they say i’m not a creeper to be honest and they keep giving me crap grades. And I keep trying to work through the awful computer. It’s frustrating because i know i cant change the service providers and registration"
Negatief,"If i could give the star rating IV to 1 star i absolutely would. Went to check in the evening before bed for a blood test. Went to bed at approximately 8:00 pm and did not receive a result until approximately 9:45 pm was notified of a test result already negative. Noticed a change at approximately 9:45 pm and had to go to the bathroom to find out it had been changed. When notified of the change, the patient was advised a test result had been found negative. No changes were made at that time. Horrible experience. Disappointed in Haden's hospital. Called Haden's for labor and delivery. Was advised she could not deliver until tomorrow morning if she wanted to. They then informed her she would"
Negatief,If i could give a 5 star to the nursing staff i know i would i would because i came across this website and it’s the worst place to die. It’s completely off my backyard and far from my family home. This hospital itself is run almost completely by volunteers.. which i guess is why i came to say I would. Even though once i got to my room i still cant open the door because I have excruciating pain in my chest. Don’t these people treat you well enough.. why bother giving them medication because they make you feel better? The staff here is terrible. Don’t they need to be retrained and trained on how to deal with patients that way? I kept coming across various health
Negatief,"If i could give a 5 star to my doctor i would. Surgery was smooth, the pain was minor, and he did the vital surgery on my shoulder. The only thing wrong with his care staff was laughing all the way to the hospital parking lot after being rude to him on his way to work yesterday. Called the infirmary, told them I cannot come in, told them I have no room, told them to leave, drive me home, and arrange for me to have some catnip on me. Disappointed. Went to bed feeling pretty fine. 2pm and awake 5 stars. Didn't get any fluids from the IV site."
Negatief,"If i could give a 4 star, i know I would. The staff here is terrible. They are very unprofessional and rude. I was admitted for a traumatic brain injury and am currently experiencing great pain in my arm. I want my child to be able to walk and do something without pain. My son is 3 and has been in the hospital for over a year. The doctor i speak to after my visit says that will allow him to walk and do the daily exercises like run, do a full ab ab house, walk 2 and half ab house, run 45 minutes, then come back and stay the whole time without issue. Ridiculous procedure. I highly recommended the hospital."
Positief,This hospital starves their patients and staff and needs additional help. They will not do their due diligence and rely on nurses and doctors to effectively care for them.’takers lie and rely on the hospitals judgement when it comes to care for their patients.’takers deceive and disregard patient. Patients and staff deserve better than this.
Negatief,"This hospital starves their patients and staff more often than any other hospital and that is why I called (5) times in the past week to make sure my patient was well enough to return home from a work assignment. I kept getting called back and forth between the various floors of 20 and 50 calling the wrong number, trying to find a doctor to perform a single operation, and not having anyone to call to deliver a paper work paper. The staff here is so bad it almost goes to the hospital bed. Terrible communication from 1 to 5 of them. My 5 year old is at this facility and at 3 months they should order IV bags for her bath and then prep the IV lines to allow the water more room to run. Disgusting"
Negatief,This hospital starves their patients. My wife has epilepsy but never experienced any of the other hospitals epilepsy. Came to this hospital after my wife came to live with them for a medical procedure. The Health care staff seemed really rude and forgetful. Came in to find out my wife has epilepsy and has to be kept in a wheelchair. No one told her we could stay on our own. No one gave her the money because she agreed not to. I am calling on 1000 People to come forward now to say they caught them and are taking action against them. I don't understand why this is the first time I've come forward. It sends a huge bad message that I want this hospital to stop this sick behavior that results in patients with epilepsy being
Positief,"This hospital starves their patients to the point where they are incapable of caring for them for 24 hours a day. They do this when a loved one transfers, for example, they are on a journey to get checked out and then are not seen for weeks. This does a disservice to the people who rely on us for health information such as addresses, social security numbers etc. Once again, we are told that we are there to assist them but here again we are told that we cannot tell them what service we are giving them and that we are doing our best as assistants to help them. Very disappointing. Only hope we are able to find a way to get people to care quicker so that they can care for themselves instead of being moved around the"
Negatief,"This hospital starves their patients. Nurses dont care that they dont have time to be busy getting their discharge papers ready. Staff never even bothered to ask questions at the office. Nurses dont care about their families medical information. Nurses dont care about patients safety or health, they care about profit margins while gouging patients out. Nursing staff is a joke to them and they should be ashamed of themselves."
Positief,This hospital starves their patients so harshly they stay awake for hours without breath blood pressure tests. Nurses are rude to patients and lie through their patients mouth giving patients information that does not match what they say. Patients are told they need medication to help them but instead of trying to go to the pharmacy they wait over a dozen hours to get medication they were promised and received. Patients are told it's because they're on medication to treat a medical issue and lie about it being a medication they know they are on. Patients are pressured to sign paperwork to obtain medication while they wait over a dozen hours for it. Patients are even pressured to have their own doctor to step in and say why they didn't see them before so that he can make a diagnosis
Negatief,Zero stars is more like it. I went to The hospital 2 times and never got in the door. Hospital staff was absolutely horrible! Nurse starves you!!! The only room I went in was on the bedside table and they never even let me in the shower. All the nurses I talked to never even bothered asking me questions such as why I was having such a bad day and why I wasn't taking medication. The whole room is made of crap The staff here is preposterous and needs to be fixed!
Negatief,Zero stars is more like it is denied. I visited a The Hospital and they refused to let me have my test results even after several requests. They refuse to even let me download my results once I give them to them. I have already made a point of telling The Hospital they will not let me download my results until I give them to them. I also don't understand why they waited over 4 hours from Tuesday morning to let me know. I know for sure they waited over an hour for my results to come. After 3 hours of waiting they finally let me know they don't care and let me download them. Ridiculous! Shame on them
Positief,"Zero stars is more like it. We had a receptionist for a medical purpose at our hospital and we politely asked her if she was comfortable taking pictures. She didn’t. Well done! The rest of the staff on the other end were so polite they agreed. After a long delay we finally got a call from Janine allowing us to have a look at her. I don’t know why you would put such a large amount of time and money into a joke. Someone who just happens to know how to take care of their patients need to have a heart rate monitor and a blood pressure monitoring. In my opinion, it made a huge difference in the situation."
Negatief,"Zero stars is more like it. I went to The Hospital for a chest Xray on Tuesday morning and got called back Friday morning after being stopped at an oncoming train for a problem. They called and asked me if I wanted to leave because my pulse rate was dropping and blood pressure was going up. I insisted upon first aid and they waited over an hour. I waited over an hour for my pulse to come out or my blood pressure to go up. Then they called and waited over an hour for my discharge paperwork to come out. I waited over an hour for the nurses to come in to talk to me and they waited over an hour for my discharge results to come out. After an hour, the line for discharge didn’t open"
Positief,Zero stars is more a way of getting attention than anything else. Not only does it give a good feel for your location while you are out of the city but when you return home it conveys that you are comfortable knowing you're not in the wrong. It also means that you'll be able to leave without fear of arrest or even seizure if you so choose.
Negatief,Zero stars is more like going to a hospital and getting the flu shots taken just before surgery. Nurses don't care about you. They care about appearance and reputation so far. They treat you like crap. You are seen as nothing more than a joke and treated like crap every step of the way. Even after I came out of it a week later the nurse calling me a 'pussy' after I refused to stop being a doctor was shocking me to my core. This is the worst treatment i've ever had at this hospital. Ridiculous medicine. Disgusting how someone treated me like this. Disgusting how they treat me when i come out of it 24 hrs later. And then just lie about being into a job.
Negatief,Well they were almost completely abattoir (it was awful) with no toilet facilities and a closed door waitlist of over a dozen people that were never admitted!! Was told to wait 20 mins and have shower a few mins later. Didn't even bother to check my room. Unorganized and rude people
Negatief,"Well they were almost as bad as they came, they made me feel disorganized and tired. They even said I had to leave once my shift ended and go find an additional shift. Even after multiple supervisors signed off on my case for me to return home after 24 hrs they said they would not help me unless I paid for the additional two nights stay. Never once did they issue a discharge."
Negatief,"Well they were almost completely out of the way in my initial registration drive and did not answer multiple calls during my 12 hours shift at 1:30 pm CST - less than an hour after I first registered on January 20, 2024. No one answered the first two calls. After being repeatedly told they would do a thorough job, I submitted my paperwork and waited over an hour for an operator's call. The only thing that stopped me from having my registration canceled was when my supervisor told me that I would have to wait over an hour for a scheduled EI testing at the hospital, only to be told that I cannot wait over an hour because of scheduling conflicts. I would highly recommended the hospital. -Jim"
Negatief,"Well they were almost on the whole rude. The nurse came in for one patient who asked for a bladder clean, the other asked for a refill when they were halfway through the refill, no refill at all. They ended up leaving the patient with soiled underwear, stained snacks, empty hospital room notes, notes with difficult to read things and notes that didn't seem to say anything at all. The whole thing is beyond disgusting."
Negatief,Well they were almost too busy. I just went in to have my lunch and the supervisor comes in the morning and says they've got something bad to say.. Then I have to be patient for 20mins waiting for someone to deliver the news.. wait over an hour!!! Then they do a full autopsy and say they found a kidney abnormality! Then the employee has to step in to arrange my food and drinks and they have my EKG results on the table instead of my own! Very concerning! After one hour is all I have left of my evening shift.
Negatief,"Well they were almost completely unorganized. The manager for the hospital said there were problems and they had to be retrained to deal with the situation. The manager for the hospital said they had to be ready to answer any questions that came in. When asked if there were any problems with the whole procedure, the employee who was supposed to be answering the questions during the whole thing, repeatedly said there were no such problems."
Negatief,It was my first time here. I arrived at 5:30 in the morning from my wife's room. 9:00 is the worst time of the month. Nursing staff is horrible. I walked for almost 20 minutes as someone coming in for a bloodwork was asking me for photos. I told her I do not want to have to have to take photos of me as I am in pain from the heavy heavy daily labor. They started asking for pics since I am very dehydrated. I never once again called for any questions other than my wife asking if she can help. They also yelled at me not to leave if I say don't go. I left after 10 x 10 sat for 20 minutes when they finally finally came. I know some
Positief,"It was my first time taking part in this year's Winter Park Winter Park Winter Park Winter Park at the The Hyatt The Hyatt. The Winter Park was the 3rd in line for the 2005 Winter Olympics. Park was an excellent facility to be had in a hurry in less than an hour. Winter Park is the least traveled location in the park. The only thing worse than Winter Park is The Hospital. Winter Park is worst at Winter Park because the staff there is more like 2nd or 3rd class..poor communication skills and not enough patient attention to the process. And Winter Park is a joke to say the least. Winter Park is more like a ghost town, with no signage and no nurses available. It’s not like it"
Neutraal,"It was my first time doing the surgery at the hospital. After being admitted, it was difficult and stressful as I sat in a waiting room all day. I was infested with soot and was never given fluids. Once I was given a medicine plate and a IV in my hand, my symptoms abated. After three hours of being intubated I was completely fine. The only nasty thing I had was a swollen starched place across my nose and there was no IV in my hand. My’s doctor told me to keep going and it would take at least a week at least to get a clear picture of me. Once that was done he gave me a 50% rest and instructed me to take a biopsy again on Tuesday"
Positief,"It was my first time taking part in this year's competition, and I loved getting to know each and every one of the personnel. After two hours or more of waiting on line I was finally greeted with open arms and led out. After being directed to several locations, the procedure was the same as a year ago. I'll be leaving open the possibility of doing a repeat operation, since I am extremely fatigued after almost two hours. (I'm probably the worst. Only reason I kept going was to wait for someone to come say I'm pretty good at my job…). They even made a point of asking for a medical waiver before doing so. The whole thing was kind of overkill. The only thing I wish I could have been"
Positief,It was my first time at the hospital and they were extremely helpful. Nurses were very nice though and did a wonderful job helping me. I’m very disappointed with the way the medical staff at the hospital handled me. Very frustrating and disheartening when it came to’s experience.
Negatief,It was my first time going to this hospital. My wife was admitted a few days ago and has been in ICU for less than 24 hours. They stopped short of calling for an ambulance as the situation was getting out of hand. I'm not sure why they didn't call for an ambulance as several times they called were distracted and didn't care. Nurses are usually more helpful in the evening time so why not call for a friend or family member instead of a staff member? The staff member who questions you is supposed to step away from you and walk for 20 minutes until someone comes forward to finally get back to you with a paper trail showing he or she was ok. Had no drink or drugs on the patient at the time. No visible
Positief,"This place is a joke, I am an atheist myself, so moved into the 2nd floor room at midnight. I was there for 2 medical tests, one was pre-operation, anesthesia, pre-surgery, 1 was post-operation. No one came in until the door was almost completely closed. The manager came in after seeing me for a clean bill of health. Came in for the EKG, I knew nothing of the various tests I had to have except for an ultrasound, it was supposed to show my kidney function was normal, was completely unharmed. Came in for blood work after being stopped for a blood test, nothing happened, came in for x-ray, nothing. Went into bathroom then checked in"
Negatief,"This place is a joke. They are rude, unappreciative, and rude to the point of almost giving way (poorly performed) to a grateful patient. The food is horrible and bland.. bad food, but not by far the worst I have ever had to go to. The place is horrible. The manager came in for 4 minutes went in 2mins left, showed up at 3 mins, told him to get some coffee and some food he didn't want, refused his refill and walked away. After he gave him his meds the room was completely empty. Only old people sitting around waiting for the bad food to arrive. Horrible attitude from the manager to just walk away with nothing. After a 5 minute stay they just told"
Negatief,"This place is a terrible place! Came in for the morning shift from a job I was about to have but instead of getting into my car, I had to get out and meet this hospice nurse for an ultrasound. Went in for the taillight and only had a few questions. Not a nurse! The staff was kind but not helpful. Then the nurse came for the ultrasound and came in for the taillight. I told her the problem and she proceeded to try to find some sort of cardiac monitoring but no one came. Was told I had to follow up with the hospice nurse who was assigned the assignment to make a diagnosis. Nurse wasn't helpful. Unprofessional. Went to the bathroom and asked for a nurse. Didn�"
Negatief,This place is a nightmare. I came in here to get my valet checked out and a xray not performed due to heavy chest pain. I was shocked and really disappointed with how I was treated. The doctor recommended I stay for 2 days and this is what I came out with. Came in today for the EKG exam and was toldI was not qualified. EKG tests are very nice here and I am NOT impressed with the way this place is set up. Staff was extremely nice. I had the gallbladder removed and ISTR sewn a wound to the x-ray. Came in for xray and still don't know what's wrong. Called and they can do nothing. Called and they can't even
Negatief,This place is a joke. I came in because my dad missed the surgery and my stepson was in the ICU. I needed kidney transplantation and my dad didn’t have the time or inclination to transport his child to this location due to scheduling conflicts. My stepson was moved to the 12th floor and my stepson is in the ICU right now right across the street. The manager should do more tests. If they find anything wrong give the operator until they can. The manager should be fired.
Positief,"This place is a complete nightmare. I went there after being advised it would be closed for a medical issue. After being assured the hospital would allow me into their building, I had to wait over an hour for a nurse to arrive. I asked for one hour leave to come and they left me waiting for an hour or two. I left without having a care call scheduled for me to make after 10pm. After being promised food and fluids, I was delivered a shocking lie when in fact I was delivered an entire 12 hours. After being directed to the Hospital's website the nurses didn’t return my call until 10pm the next morning. All in all a complete and utter lie."
Negatief,The care received from the nursing assistants was wonderful. The only thing that could be improved was the scheduling of discharge. Once discharge day came around I decided to go to my tech friend who was in IEMA the day before I left I got so moved I had to be there for 2 hrs I had to be there for 48 hrs the 3rd floor waiters were so rude to me. Discharge was a joke I guess but I am so tired of waiting this long I still refuse to go to this hospital
Positief,"The care received from the hospital at this time’s unsatisfactory’took more than 20 minutes to process my questions and was unavailable for additional services, such as IV bags or catheters, needed to be taken care of’taker attempted to remove a dent in my face and torso, while trying to treat a minor infraction. The man who performed the surgery’s surgery did not return calls for additional information from The hospital regarding this issue."
Positief,"The care received from the hospice department which was excellent’t of the 1st day in 4 visits’s since my discharge’s description at the hospital,""They’re gonna take a beating at this hospital""!"
Negatief,"The care received from the hospital’s neuropsych and traumatic discharges unit regarding a patient’s breathing, pulse rate, and blood pressure were average and timely. The hospital does not allow patients to leave until they are required to and have the requested information. Hospital staff were extremely rude, unprofessional, and did not care for the patient’s well being."
Positief,"The care received from the hospital was good, they did a poor job of caring for their patients and staff, which left me unsatisfied with my care after two visits. As a pharmacist myself, I understand that my time at the hospital means a lot, but how can I make a living by working 10 hours a day, 3 days a week? At $5 an hour I really don't know."
Positief,"The care received from the nursing home is excellent. Nurses are compassionate, helpful and helpful. They are not rude and they never take pride in their job. As far as the hospital goes the way of the dodo, they make a mockery of the medical services and do their rounds in the infirmary hoping to find something to eat or drink. The hospital does not have a parking garage and can be extremely congested. I highly recommended the Better Business Bureau to visit."
Positief,"On discharge the nurses came to The Hospital with large black swabs of red and white emergency room #1 stars. I had a good go at it and am incredibly grateful. They kept calling for more nurse visits and testing, after which, I couldn’t find them. The nurse I went to for the AED discharge was another awesome nurse. She was phenomenal! Her care was beyond belief. She even went on my list of wish fulfillment centers to check on me every 4 pm. Highly recommend The Hospital."
Positief,"On discharge the nurses were incredibly busy trying to bring me food and water. The Doctor seemed very pleased with how the nurses answered all my questions. It is very disheartening hearing these nurses say things that don't quite cut it to making you feel comfortable. I understand that I may not be the best nurse in the hospital, but if there is one thing that I can rely on then it is compassion from the doctors. I guess that is why I called for an extra nurse for the night."
Positief,On discharge the nurses took great care of me. They made me feel comfortable and took great care of me. Everyone seemed to know me very well and cared about me. I am very grateful for all the great doctors that came to my rescue. Thank you for all that you do.
Positief,"On discharge the nurses called 3 times for help. The nurse and I could tell she was quite nervous. She shook my hand and whispered in my ear that she was ok. It was 12 pm and I was OK. Then a follow-up EEG confirmed that I had a high-fiber, high-protein diet. Of all the diet recommendations I made I was the least florida-restrictive. Of all the doctors, all three of them were positive. Of the 3 doctors in particular, none were more impressed than myself. None of the other nursing staff felt pressured by the patient. Just kind of enjoyed being here. I guess it means a lot to me."
Positief,"On discharge the nurses were polite, compassionate, and clear-shod. The Doctor was especially impressed by the teamwork displayed by nurse Ethel and staff during her stay in hospital. In addition to the physical therapists and the rest of the healthcare team, the physical therapists were as accommodating and thorough as hospital administrators."
Negatief,On discharge the nurses seemed a little rushed. Some of the nurses came in so fast it scared the kids and the rest of the staff didn't know what was going on. I don't know how many they were. I think a whole team was on the 12th floor doing the waiting room procedure.
Positief,This review is to briefly briefly briefly briefly recap some of the core game play areas. For some I will state the basics first. For a more detailed review the following I will briefly briefly briefly briefly briefly review some of the core game play areas. For some I will briefly briefly briefly briefly briefly review some of the character development areas. For a more detailed review the following I will briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly briefly
